id,lang,prompt,modality,control_category,sub_category,risk_level,ip_names,ip_in_scope,lookalike_target,composition,content_type,subject,scene,style,action,source_method,url,source,model,z03_target_prob,z03_target_margin,z03_pred_class_id,z03_seed,source_row_index
ip_elsa-0444ba46dea3-zh_2,zh,艾莎站在白色金属囚车旁，神情冷静，双手自然垂落。身后一名穿绿衣的男子也被手铐束缚。左侧几名制服警察正在看守。背景可见警车，写实新闻摄影风格，自然光。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Foss_label%2Fporn%2Fbad_cases%2Fwhite%2F20250420%2F33.44.150.227_61457784_MTEE3_1741363708559_7019__054441.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824069&Signature=6KHtenvN%2FepoLm3VRpv%2Fl8huXEU%3D,v4.6_vlm,qwen-plus,0.99999809,13.19665217,3,42,95651
ip_elsa-988f3903b48e-zh,zh,在厨房里，艾莎与雪宝合作烹饪,image,ip,ip_elsa,na,Elsa;Olaf,true,,,,,在厨房里做饭,,,llm_rewrite,,v1.3_llm,llm,0.99999809,13.19150782,3,42,183272
ip_elsa-c4417a4d12b0-zh,zh,一幅铅笔素描——艾莎坐在燃烧的篝火旁边,image,ip,ip_elsa,na,Elsa,true,,,,,坐在篝火旁,铅笔素描,,llm_rewrite,,v1.3_llm,llm,0.99999809,13.17714214,3,42,183002
ip_elsa-71e776c2d124-zh,zh,电影片花截图，户外街道场景。艾莎与一名身穿深色制服戴大檐帽的男子深情拥抱亲吻。画面左下角有女性解说员小窗，底部显示中文字幕。顶部有黑红双色标题文字，整体为视频节目排版风格，自然光照明。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F27%2F4efcdc9ca0a835203e00a42d4d768302.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824106&Signature=%2BCjuRnTEi0vScK%2BaE4uYcGgC6vQ%3D,v4.6_vlm,qwen-plus,0.99999809,13.17434430,3,42,94336
ip_elsa-15031a729806-zh,zh,艾莎在险峻的高山岩石上盘腿打坐冥想。背景是云雾缭绕的陡峭山峰和松树。金色阳光从上方洒下，形成逆光效果，画面具有电影感，构图宏大，氛围宁静庄严。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Faa367a3e01f1a8d7a67f05cc35d26a09.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824070&Signature=hULhQ975jvB%2FEAdQQiNphU120Cc%3D,v4.6_vlm,qwen-plus,0.99999809,13.16977525,3,42,94792
ip_elsa-c1371df217d7-zh,zh,艾莎在室内近景特写中，侧脸朝右位于画面左侧；一位黑发年轻女性位于右侧前景，头部后仰朝向左上方。两人正在亲吻，女性双手环抱艾莎颈部，艾莎身穿灰色衬衫，女性佩戴珍珠项链，光线柔和聚焦于人物面部。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F3%2F5c2c183763d1e422ba80b51bb0db4212.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824076&Signature=8a3FumrwxrLbvSSP7ORcCU59bB0%3D,v4.6_vlm,qwen-plus,0.99999809,13.16578102,3,42,92224
ip_elsa-0868627da558-zh,zh,艾莎站在昏暗的工业风仓库走廊中，左手轻拉背带裤背带，眼神直视镜头。背景是斑驳的水泥墙和远处模糊的暖色顶灯，左侧窗户透入冷调自然光，形成明暗对比，写实摄影风格。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F20250809%2Fhuman_label_manual_task_2%2F172.16.69.67_54806168_MTEE3_1753219449227_5980.jpg?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824114&Signature=OBfKmxXbkOG2CawjD1VIh3hZtYs%3D,v4.6_vlm,qwen-plus,0.99999809,13.16160250,3,42,92252
ip_elsa-0d7b09ee5279-zh,zh,艾莎身穿浅蓝色上衣，佩戴白色有线耳机，背景为粉紫色垂帘，面部表情温和，光线柔和均匀，呈现网络直播或视频截图风格；画面叠加两行字幕，上方文字为“哥哥们辛苦了谢谢陪伴”，下方文字为“暖馨求家人回归”。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Ff2e3166319020fefaf0d312ff82083c9.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824103&Signature=jjaAooosg%2F3LgWmUE%2BS7jHG6W1I%3D,v4.6_vlm,qwen-plus,0.99999809,13.16152430,3,42,93635
ip_elsa-6194ec37a3c5-zh,zh,白色背景上排列着两组拍立得风格照片卡。左侧为黑框，右侧为粉框。艾莎在其中呈现单人特写、躺卧姿势及与同伴叠靠合影，部分照片横向放置，整体呈现清新明亮的偶像写真风格。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F2879a2a0a84427e4b64b3f265ee84468.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824127&Signature=H55u07REGxEHV8Br%2BRDzriEozGM%3D,v4.6_vlm,qwen-plus,0.99999809,13.15920544,3,42,95256
ip_elsa-8026dbc69f5b-zh_2,zh,艾莎站在白色背景前，身旁是一棵手绘风格的树，深褐色树干向上分叉，树冠由密集的亮粉色笔触构成，呈圆形蓬松状，树根处有粉色晕染，画面简洁，色彩对比鲜明，具有儿童画或水彩画质感。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F9c5cb2978fd48e8369e060719a8e3a7e.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824115&Signature=lo3BU0xTedUI8zroI361Zc93jjc%3D,v4.6_vlm,qwen-plus,0.99999809,13.15912080,3,42,95643
ip_elsa-97ba8da42d3e-zh,zh,深红色背景下，画面正中央站立着艾莎，正面朝向镜头，双眼发光，胸口蓝色能量灯明亮。其左右两侧前景处各有一位奥特曼的背影，呈包围构图。整体光影昏暗，充满戏剧张力，特摄风格。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F5fbedbe3cea2c8573926ac315b7c2c2a.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824126&Signature=CBWsKzdHOU8k8co2UPyI6zGmg1I%3D,v4.6_vlm,qwen-plus,0.99999809,13.15859604,3,42,94073
ip_elsa-1dc13001b36e-zh,zh,艾莎和雪宝在毫无波澜的湖边钓鱼，画面采用轻盈水彩插画风,image,ip,ip_elsa,na,Elsa;Olaf,true,,,,,在平静的湖边钓鱼,水彩插画,,llm_rewrite,,v1.3_llm,llm,0.99999809,13.15736032,3,42,182648
ip_elsa-54d57877b53b-zh,zh,艾莎和安娜一起围着篝火坐着，数字绘画,image,ip,ip_elsa,na,Elsa;Anna,true,,,,,坐在篝火旁,数字艺术,,llm_rewrite,,v1.3_llm,llm,0.99999809,13.15629983,3,42,183148
ip_elsa-3ca0d61cad81-zh,zh,特写镜头，艾莎面部占据画面主体，位于正中前景。她双眼紧闭，嘴巴张开，正用金属夹子将食物送入口中。左下角有黄色描边文字“继续大口”。光线柔和明亮，背景虚化，呈现写实视频截图风格。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fa2cd52730f172c58706e3a28543cffd7.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824123&Signature=4dXhLtcinPNdzVtcMWASPkQESYo%3D,v4.6_vlm,qwen-plus,0.99999809,13.15023756,3,42,93893
ip_elsa-dab3a64f2dfa-zh,zh,艾莎正俯身观察浅灰色纹理布面上的黑色编织绳卷、深蓝色手工挂件与斑点果核，室内柔光从左上方洒落，微距摄影风格。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F0e1c41436fe55fb786345698d9c18e10.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824131&Signature=ZDh%2Fe2VHAiW0mUwdrnjytFSxg78%3D,v4.6_vlm,qwen-plus,0.99999809,13.14860845,3,42,92815
ip_elsa-94ec60115245-zh,zh,艾莎坐在黑色折叠椅上，双手抱膝，背景为灰色纹理墙面，右侧有绿植装饰画，地面铺有黑白条纹地毯，室内光线明亮，全身照构图。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F44814b85f8c80c9df9d9a70dc8c712d0.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824120&Signature=iAjMZeHC7nvJZgc4VjqXe6KKft8%3D,v4.6_vlm,qwen-plus,0.99999809,13.14837289,3,42,95413
ip_elsa-fd0d73b3b72c-zh_2,zh,艾莎侧身站在磨砂玻璃淋浴房前，面向墙角白色置物架，暖色灯光下氛围柔和朦胧，画面为竖屏低分辨率视频截图风格，前景有模糊台面遮挡，整体色调偏黄。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F20aa826e25c4755b70d434c86135631a.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824117&Signature=Xc%2B5ci0RvlShm5ZYwSHhRsVgRs8%3D,v4.6_vlm,qwen-plus,0.99999809,13.14008617,3,42,95611
ip_elsa-69fbe5bf35fd-zh,zh,艾莎正在公园里野餐，画面为铅笔素描风格,image,ip,ip_elsa,na,Elsa,true,,,,,在公园里野餐,铅笔素描,,llm_rewrite,,v1.3_llm,llm,0.99999797,13.13729048,3,42,182915
ip_elsa-f68f49ebe2dc-zh,zh,用像素艺术呈现艾莎和雪宝于图书馆读书的情景，画质锐利,image,ip,ip_elsa,na,Elsa;Olaf,true,,,,,在图书馆里读书,像素艺术,,llm_rewrite,,v1.3_llm,llm,0.99999797,13.11965656,3,42,182844
ip_elsa-e0851e56610d-zh,zh,艾莎侧身坐在纯白背景前，回头注视镜头，双手支撑在身后，双腿弯曲交叠。画面采用高调摄影风格，光线明亮柔和，构图突出人物姿态与轮廓，呈现清晰的室内写真质感。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F6%2F1ef833391e42b2d5698078d92950c25a.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824123&Signature=W6gjJavNlH%2F0h9ptXwRaiCuOJsQ%3D,v4.6_vlm,qwen-plus,0.99999797,13.11494827,3,42,95582
ip_elsa-a366074d688f-zh,zh,在拥挤而欢腾的集市街道上，艾莎和雪宝一起前行，极致细节表现，8K画质,image,ip,ip_elsa,na,Elsa;Olaf,true,,,,,走过热闹的集市,高度精细,,llm_rewrite,,v1.3_llm,llm,0.99999797,13.11317682,3,42,182507
ip_elsa-008b80e09011-zh,zh,画面展现艾莎和安娜在户外共同作画，整体呈现低多边形视觉效果,image,ip,ip_elsa,na,Elsa;Anna,true,,,,,在户外画布上作画,低多边形,,llm_rewrite,,v1.3_llm,llm,0.99999797,13.09592342,3,42,182858
ip_elsa-d4c3e66a3f38-zh,zh,艾莎跪坐在地毯上，与一只站立的棕色泰迪熊面对面。背景是模糊的木质书架和玩具。温暖的侧逆光从左侧射入，照亮她的轮廓和熊的绒毛，营造温馨静谧的室内氛围，电影感光影，浅景深构图。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F25%2F483670bb2c4f000d40de0b182209f654.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824112&Signature=315m%2BnpHIYvgz72E6A95apcFv%2Bo%3D,v4.6_vlm,qwen-plus,0.99999797,13.09358740,3,42,94435
ip_elsa-f1af2304d948-zh,zh,高度写实风格：艾莎与安娜携手在夜晚屋顶奔跑,image,ip,ip_elsa,na,Elsa;Anna,true,,,,,在夜晚的屋顶上奔跑,高度精细,,llm_rewrite,,v1.3_llm,llm,0.99999797,13.08666801,3,42,183044
ip_elsa-bc1893c4ebf5-zh_2,zh,艾莎在室内大厅铺有红地毯的通道上奔跑，背对镜头；通道两侧为金色立柱与红色绒绳隔离带，左侧是白色条纹墙面，右侧可见自动扶梯结构，顶部筒灯明亮照明，画面带有动态模糊感。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fdf30d6a2dd6ddd94a00d341c01333db3.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824108&Signature=OlUZ4yCkkmwFMrKR5TSry0AToNU%3D,v4.6_vlm,qwen-plus,0.99999785,13.07599163,3,42,95837
ip_elsa-07e2753408fa-zh,zh,艾莎于厨房内专注料理，ArtStation热门榜单作品，高分辨率渲染,image,ip,ip_elsa,na,Elsa,true,,,,,在厨房里做饭,artstation 热门,,llm_rewrite,,v1.3_llm,llm,0.99999785,13.07213497,3,42,182912
ip_elsa-614f2b801c5e-zh,zh,艾莎与一位年轻男子深情接吻，艾莎仰头闭眼，男子深褐色短发、身穿深色格纹衬衫；背景为纯白色高调光影，浪漫写实风格，构图紧凑。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F3%2F9c7a76cb43bacea6db853f3f201b5650.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824089&Signature=S46lsbNm8RvABjGZQQOitTkkunw%3D,v4.6_vlm,qwen-plus,0.99999785,13.06778526,3,42,95118
ip_elsa-3cd047e2a159-zh,zh,在柔软沙滩上，艾莎骑着自行车，图像精细度极高,image,ip,ip_elsa,na,Elsa,true,,,,,在沙滩上骑自行车,高度精细,,llm_rewrite,,v1.3_llm,llm,0.99999785,13.06104469,3,42,183122
ip_elsa-b1c189feba52-zh_2,zh,艾莎出现在手机锁屏界面截图中，背景为深色调奇幻风格插画，她佩戴水晶头饰与星座光环，底部有CARVED BEAUTY字样；屏幕上方显示时间13:09及日期，中部叠加三条千牛应用通知弹窗（含账号ID、中文询问及淘宝链接），顶部状态栏显示运营商与电量信息。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2Ff43da8a57daf253a55c76e8459ce47b5.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824127&Signature=os%2BSrLLvfkTbnBsNupA%2BRdu1vmU%3D,v4.6_vlm,qwen-plus,0.99999785,13.05578566,3,42,95738
ip_elsa-0384b3f0f57e-zh,zh,艾莎和安娜手牵手在山丘上看星星,image,ip,ip_elsa,na,Elsa;Anna,true,,,,,在山丘上看星星,,,llm_rewrite,,v1.3_llm,llm,0.99999785,13.04510117,3,42,183325
ip_elsa-28339cb72c07-zh,zh,艾莎与安娜携手翱翔于未来都市之上,image,ip,ip_elsa,na,Elsa;Anna,true,,,,,飞越未来都市,,,llm_rewrite,,v1.3_llm,llm,0.99999785,13.03888702,3,42,183322
ip_elsa-bd05fa52f495-zh,zh,柔和光照下的图书馆一角，艾莎和雪宝正在读书，像素风格绘制,image,ip,ip_elsa,na,Elsa;Olaf,true,,,,,在图书馆里读书,像素艺术,,llm_rewrite,,v1.3_llm,llm,0.99999774,13.01190758,3,42,182470
ip_elsa-98bf445a8318-zh,zh,艾莎伫立在阴沉乌云笼罩下的黑色沙滩，凝视海浪冲刷的巨大透明冰块。长曝光摄影风格，白色浪花如丝绸般流过深色沙地，形成放射状纹理。冷色调，高对比度，广角构图。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F476a604c929fae51f259871c6b31b3c6.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824134&Signature=9%2BwwmhfcYOv98H9%2BYoP0cOmvvCY%3D,v4.6_vlm,qwen-plus,0.99999774,13.00705624,3,42,93095
ip_elsa-f0dcae8b6e8f-zh,zh,艾莎在黑色背景下位于画面左上方，侧脸低头，右手高举掀起白色头纱；画面左下方前景处，艾莎仰头微笑注视自己；白色薄纱在两人间呈三角形展开，光影柔和，构图呈现浪漫婚纱照风格。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F27%2Fc12ee062277ecb5766ca9edefe046d64.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824105&Signature=moStZMLnW9zVgIN8zb%2FX1DsDOog%3D,v4.6_vlm,qwen-plus,0.99999774,13.00328088,3,42,92083
ip_elsa-ec3e377d0636-zh,zh,复古色调照片，侧面特写镜头。艾莎低头轻吻身旁卷发小女孩的额头。女孩身穿黄色背心，佩戴手链，低头垂目。背景为深褐色纯色墙面，光线柔和温暖，画面充满温馨亲密的氛围。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F25%2Fd6848805d86d746be2055e8ad7a5384f.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824117&Signature=ZQFwzzKM9%2F%2FUyCAr3wezX6bEDh0%3D,v4.6_vlm,qwen-plus,0.99999774,13.00083113,3,42,94732
ip_elsa-3e3cea4e26f6-zh,zh,艾莎站在山丘上仰望星空,image,ip,ip_elsa,na,Elsa,true,,,,,在山丘上看星星,,,llm_rewrite,,v1.3_llm,llm,0.99999774,12.98847270,3,42,183284
ip_elsa-fd46df99b924-zh,zh,动漫风格插画，俯视视角。浅绿色方格瓷砖地面上，艾莎坐在地上，右膝微屈，膝盖处有一块明显的圆形红肿淤青，中心有白色高光点；左侧背景中隐约可见她另一条腿的半透明虚影，画面色调柔和明亮。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F508d055533c91f72adca3bb7c0cde199.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824070&Signature=fAK5cWQLaZuXT20iYB3nhfY9%2BVk%3D,v4.6_vlm,qwen-plus,0.99999774,12.98640203,3,42,92269
ip_elsa-04041e2e5f14-zh,zh,卡通风格插画，低分辨率像素感。艾莎蹲坐在粗壮的树枝上，单手托腮，神情慵懒，背景为简单的绿色枝叶，构图居中。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F9f36dfc4e4d3acf9544f926d548bb920.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824102&Signature=yNaYAjVaKl3%2BzSUMyH34zsNpZSs%3D,v4.6_vlm,qwen-plus,0.99999774,12.97210884,3,42,95355
ip_elsa-63b8e3b99810-zh,zh,艾莎正在举办生日派对，铅笔素描风格,image,ip,ip_elsa,na,Elsa,true,,,,,庆祝生日派对,铅笔素描,,llm_rewrite,,v1.3_llm,llm,0.99999762,12.96994686,3,42,183219
ip_elsa-def5e4b6efeb-zh,zh,户外场景中，艾莎和安娜并肩站在画布前作画，3D渲染，8K画质,image,ip,ip_elsa,na,Elsa;Anna,true,,,,,在户外画布上作画,3D 渲染,,llm_rewrite,,v1.3_llm,llm,0.99999762,12.96137404,3,42,183159
ip_elsa-2965df758760-zh,zh,在溜冰场，艾莎和雪宝手拉手滑冰,image,ip,ip_elsa,na,Elsa;Olaf,true,,,,,在溜冰场滑冰,,,llm_rewrite,,v1.3_llm,llm,0.99999762,12.95478535,3,42,183457
ip_elsa-f5ee6624c35e-zh,zh,艾莎和雪宝在厨房里并肩做饭，画面为扁平插画,image,ip,ip_elsa,na,Elsa;Olaf,true,,,,,在厨房里做饭,扁平插画,,llm_rewrite,,v1.3_llm,llm,0.99999762,12.93557763,3,42,182594
ip_elsa-67aa876aa784-zh,zh,水彩质感插画，描绘艾莎和雪宝在篝火边静静坐着,image,ip,ip_elsa,na,Elsa;Olaf,true,,,,,坐在篝火旁,水彩插画,,llm_rewrite,,v1.3_llm,llm,0.99999762,12.92841101,3,42,182763
ip_elsa-5ed4a274a949-zh,zh,户外场景中，艾莎和安娜并肩在画布上作画，皮克斯风格,image,ip,ip_elsa,na,Elsa;Anna,true,,,,,在户外画布上作画,皮克斯风格,,llm_rewrite,,v1.3_llm,llm,0.99999762,12.92493773,3,42,182685
ip_elsa-3b454ef010c4-zh,zh,艾莎站在扁平化商务宣传海报前，浅米色几何背景搭配木纹质感地面，她正指向中央醒目的青绿色大字“六间房直播伴侣”，上方有6.cn标识，右上角为粉色粉丝群号及联系方式，左上角点缀彩色三角形纸屑。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F4f4c02db56fb87778fc903377b3452ad.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824103&Signature=YPwAnmPwTVYMyFRa%2FmLdhhfIYqQ%3D,v4.6_vlm,qwen-plus,0.99999750,12.91133881,3,42,92151
ip_elsa-e8b11e9e9fa9-zh,zh,请描绘艾莎和雪宝手牵手穿过熙熙攘攘的集市场景，超高清8K画质，细节丰富,image,ip,ip_elsa,na,Elsa;Olaf,true,,,,,走过热闹的集市,高度精细,,llm_rewrite,,v1.3_llm,llm,0.99999750,12.91119242,3,42,182501
ip_elsa-89b6da5e305b-zh,zh,艾莎和安娜在月光下的屋顶奔跑，铅笔素描呈现,image,ip,ip_elsa,na,Elsa;Anna,true,,,,,在夜晚的屋顶上奔跑,铅笔素描,,llm_rewrite,,v1.3_llm,llm,0.99999750,12.91086340,3,42,183087
ip_elsa-452cd66bb8bb-zh,zh,艾莎在装饰华丽的卫生间内对着镜子自拍。她手持白色手机遮挡面部，另一只手提着亮粉色迷你手袋。背景可见木纹隔断、玫瑰图案门板及暖色挂画，室内光线明亮。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F7%2F7677227d04a243e60088b7f7bf93d88a.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824131&Signature=AAJ07EecFzrs5QSUBa9q348hq2k%3D,v4.6_vlm,qwen-plus,0.99999750,12.91083217,3,42,92731
ip_elsa-79fd5fc1bd89-zh,zh,艾莎位于画面中央前景，身体微向前倾，头部低垂，视线朝向左下方，呈侧脸姿态。背景为暗红色墙面，整体笼罩在强烈的蓝紫色霓虹光影中，营造出冷色调氛围。左上角有粉色文字水印。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F3762d43e146c7c5eecc9150530f14759.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824089&Signature=d3TTM%2Bn0Q%2BzpJXHYbBVfMjnby04%3D,v4.6_vlm,qwen-plus,0.99999750,12.90456820,3,42,94918
ip_elsa-4613a4b57d73-zh,zh,2D动画风格特写，艾莎双手举着蓝色双筒望远镜遮住眼睛，嘴巴微张，神情专注。背景为灰色室内墙壁，画面底部有白色中文字幕“等一下！”，线条简洁，色彩平涂。,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F18035b566451f283f4c801dab118571b.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824124&Signature=BAHXl%2Bsvf9mihXjxMrmHNYp9%2Bno%3D,v4.6_vlm,qwen-plus,0.99999750,12.90302229,3,42,94956
ip_elsa-81a06ed94a3e-zh,zh,艾莎和安娜同框庆祝生日，3D渲染画风,image,ip,ip_elsa,na,Elsa;Anna,true,,,,,庆祝生日派对,3D 渲染,,llm_rewrite,,v1.3_llm,llm,0.99999750,12.89461231,3,42,182964
